handleId,fieldType,name,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#ffffff:White,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#ffffff:White,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#000000:Black,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#bcbcc9:Sports Grey,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#bcbcc9:Sports Grey,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#000000:Black,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Charcoal,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ffffff:White,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ff0000:Red,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#ff0000:Red,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#000000:Charcoal,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#ff0000:Red,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ffffff:White,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ff0000:Red,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#39864e:Irish Green,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#000000:Charcoal,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#39864e:Irish Green,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#39864e:Irish Green,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#39864e:Irish Green,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#39864e:Irish Green,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Charcoal,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ff0000:Red,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Black,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Black,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ff0000:Red,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#39864e:Irish Green,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ff0000:Red,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#ff0000:Red,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Black,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#39864e:Irish Green,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ffffff:White,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ffffff:White,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ffffff:White,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Black,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#bcbcc9:Sports Grey,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#ff0000:Red,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#39864e:Irish Green,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#39864e:Irish Green,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#000000:Charcoal,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Black,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#000000:Charcoal,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#39864e:Irish Green,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#000000:Charcoal,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#bcbcc9:Sports Grey,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ffffff:White,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Black,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#39864e:Irish Green,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Charcoal,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#bcbcc9:Sports Grey,,,#ffffff:White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ffffff:White,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#000000:Black,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Charcoal,,,#000000:Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ff0000:Red,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Charcoal,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#ffffff:White,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3adf18f4-dcbe-e28f-1f29-c6e0322c4872,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#000000:Black,,,#ff0000:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_252d7474-ed5f-df73-d391-149608519d38,Product,Leopard Print Iced | libbey glass,ca757a_2e1912ea71fc4aaa97490d7c75990280~mv2.jpg;ca757a_19fd040704f9456481b5aeab16ad47d0,Libbey Glass,,Libbey Glass,18.95,,TRUE,AMOUNT,3.95,1,0.86,5.5,,,,,,,,,,,,,,,,,,,Material,"<p>Glass BPA free. Straw is glass</p>
",Size,"<p>18&nbsp;oz (532 ml)</p>
",Care Instructions,"<p>Hand wash only not dishwasher safe</p>
",,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Product,Best Friends Vacation shirt | t-shirt,ca757a_2fb9fc06f9d74664b58415115a9b2c52~mv2.png;ca757a_d022d34fea0e4a5d9861ce92c610bfc4~mv2.png;ca757a_d4ede6b05eaf463f9c54ab3956d184ed~mv2.png;ca757a_62a2954eaa674bf6bfaa9c56eb0bb6fc~mv2.png;ca757a_a14bc8bb898b476b96b4e933cef32d8b~mv2.png;ca757a_1e7429421f09470bafc93543ec8360ac~mv2.png;ca757a_d41062a916534b5599149e6544d1a2ed~mv2.png;ca757a_b8ef619ed50b410d915f9d72cf1c842f~mv2.png;ca757a_18277877836d45d1a9059b40e8daab13~mv2.png;ca757a_15b472fd84ac447085332f329e0a3610~mv2.png;ca757a_73a29ca168d74acd8ee75c2e0226bfc6~mv2.png;ca757a_114c55c6053a4a9a9a0400d44835ba52~mv2.png;ca757a_2eb07ff680c44ebaba9ba6d4491e8ec4~mv2.png;ca757a_870b8d73904f4c67ba8403448de12528~mv2.png,New Arrival,,New Arrival,27.95,,TRUE,PERCENT,0,0,,,Sizes,DROP_DOWN,Small;Medium;Large;X-Large;2XL,Colors,COLOR,#000000:Black;#ffffff:White;#d0c8b4:Sand;#7CA5A1:Sage;#4C4142:Charcoal;#626850:Military Green;#399FCA:Sky;#ffb6c1:Light Pink;#8A90C2:Violet;#FD78A0:Safety Pink;#EEBEAA:Rusty Rose,Color Design,COLOR,#ffffff:White;#000000:Black;#f139a7:Pink,Placement,COLOR,#000000:Front;#FFFFFF:Back,,,,,,,Material,"<p>100% preshrunk cotton</p>
",Care Instructions,"<p>Machine washable in cold water, turn inside out, tumble dry at low temperature.</p>
",Large Sizes,"<p>Please contact us for sizes 3XL&nbsp;and 4XL. Availability may vary, as these sizes are not offered in all colors.</p>

<p>*An addition of $5 to the final price is also added since there is more material.</p>
",,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Black,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#FD78A0:Safety Pink,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#399FCA:Sky,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ffb6c1:Light Pink,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#EEBEAA:Rusty Rose,,,#ffffff:White,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#EEBEAA:Rusty Rose,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#8A90C2:Violet,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#7CA5A1:Sage,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#4C4142:Charcoal,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#4C4142:Charcoal,,,#f139a7:Pink,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#EEBEAA:Rusty Rose,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#000000:Black,,,#f139a7:Pink,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#626850:Military Green,,,#ffffff:White,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ffffff:White,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ffffff:White,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#399FCA:Sky,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#8A90C2:Violet,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#d0c8b4:Sand,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#4C4142:Charcoal,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#4C4142:Charcoal,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#4C4142:Charcoal,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#626850:Military Green,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#FD78A0:Safety Pink,,,#f139a7:Pink,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#d0c8b4:Sand,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#FD78A0:Safety Pink,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#ffb6c1:Light Pink,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#626850:Military Green,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#EEBEAA:Rusty Rose,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#399FCA:Sky,,,#f139a7:Pink,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#ffb6c1:Light Pink,,,#f139a7:Pink,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#7CA5A1:Sage,,,#ffffff:White,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#FD78A0:Safety Pink,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#399FCA:Sky,,,#ffffff:White,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#626850:Military Green,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#626850:Military Green,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#7CA5A1:Sage,,,#000000:Black,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#FD78A0:Safety Pink,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#ffb6c1:Light Pink,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#FD78A0:Safety Pink,,,#ffffff:White,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#FD78A0:Safety Pink,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#ffb6c1:Light Pink,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,#000000:Black,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,#000000:Black,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#EEBEAA:Rusty Rose,,,#000000:Black,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,#8A90C2:Violet,,,#f139a7:Pink,,,#FFFFFF:Back,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,#4C4142:Charcoal,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
product_4f8931c2-5c11-46a9-bf3b-9bb7d3f1782f,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,#000000:Black,,,#ffffff:White,,,#000000:Front,,,,,,,,,,,,,,,,,,,,,,,,,
